idnum,year,time,average_pay,average_pay_ln,wcouncil,wcouncil_f,wagree,wagree_f,sector,profit,profit_f,emp,empt,empw,firmsize,firmsize_f
21704,2014,16,1847.3444444444444,7.521504451412535,0,NoWC,0,NoSA,public,2,sufficient,90,0.133,0.778,2,less100
21704,2015,17,1424.2924528301887,7.261430445064035,0,NoWC,0,NoSA,public,1,unsatisfactory,106,0.019,0.792,3,less250
21704,2016,18,1361.9811320754718,7.216695633511793,0,NoWC,0,NoSA,public,2,sufficient,106,0.113,0.792,3,less250
21704,2017,19,915.5527950310559,6.81952803042677,0,NoWC,0,NoSA,public,2,sufficient,161,0.019,0.839,3,less250
21704,2018,20,841.7272727272727,6.735456057649676,0,NoWC,0,NoSA,public,2,sufficient,176,0.011,0.847,3,less250
21704,2019,21,904.7261904761905,6.807632345961838,0,NoWC,0,NoSA,public,2,sufficient,168,0.006,0.857,3,less250
21704,2020,22,457.0693641618497,6.124835160912329,1,WC,0,NoSA,public,2,sufficient,173,0.127,0.861,3,less250
21704,2021,23,726.6149732620321,6.588396726871818,0,NoWC,0,NoSA,public,2,sufficient,187,0.048,0.802,3,less250
21717,2002,4,1171.09375,7.065693420171072,0,NoWC,0,NoSA,manufacturing,3,satisfactory,32,0.344,0.281,1,less50
21717,2003,5,1539.142857142857,7.338980954185166,0,NoWC,0,NoSA,manufacturing,3,satisfactory,28,0.393,0.25,1,less50
21717,2005,7,690.3157894736842,6.5371491587980985,0,NoWC,0,NoSA,manufacturing,2,sufficient,38,0.105,0.316,1,less50
21717,2006,8,950.7096774193549,6.8572087345698876,0,NoWC,0,NoSA,manufacturing,3,satisfactory,31,0.129,0.387,1,less50
21755,2015,17,1363.8301886792453,7.218052335550056,1,WC,0,NoSA,construction,1,unsatisfactory,53,0.415,0.132,2,less100
21755,2016,18,1476.3703703703704,7.297341902118354,1,WC,0,NoSA,construction,2,sufficient,54,0.185,0.167,2,less100
21755,2017,19,1902.1929824561403,7.550762700869017,1,WC,0,NoSA,construction,3,satisfactory,57,0.368,0.158,2,less100
21755,2018,20,2019.6833333333334,7.61069601242966,1,WC,0,NoSA,construction,3,satisfactory,60,0.35,0.117,2,less100
21770,2001,3,3123.0482954545455,8.046564821606204,0,NoWC,0,NoSA,manufacturing,4,good,33,0.636,0.182,1,less50
21770,2002,4,1609.6,7.38374097990542,0,NoWC,0,NoSA,manufacturing,4,good,35,0.429,0.171,1,less50
21770,2003,5,3248.7428571428572,8.08602338730545,0,NoWC,0,NoSA,manufacturing,4,good,35,0.286,0.114,1,less50
21771,2002,4,4699.445544554455,8.455199811495499,0,NoWC,0,NoSA,wholesretail,1,unsatisfactory,101,0.802,0.307,3,less250
21771,2003,5,3745.8595041322315,8.228406376730002,0,NoWC,0,NoSA,wholesretail,2,sufficient,121,0.669,0.256,3,less250
21771,2004,6,4132.231404958678,8.326572831807587,0,NoWC,0,NoSA,wholesretail,1,unsatisfactory,121,0.645,0.207,3,less250
21782,2009,11,1333.1166666666666,7.195274838229363,1,WC,0,NoSA,transcom,4,good,60,0.933,0.317,2,less100
21782,2010,12,1403.4354838709678,7.246678426716139,1,WC,0,NoSA,transcom,2,sufficient,62,0.758,0.5,2,less100
21782,2011,13,1484.095238095238,7.302560598282136,1,WC,0,NoSA,transcom,1,unsatisfactory,63,0.841,0.524,2,less100
21782,2012,14,1438.4307692307693,7.271308054778032,1,WC,0,NoSA,transcom,3,satisfactory,65,0.815,0.262,2,less100
21795,2002,4,647.3155555555555,6.472833896709578,0,NoWC,0,NoSA,public,3,satisfactory,225,0.129,0.227,3,less250
21795,2004,6,781.0142180094787,6.660593354551673,0,NoWC,0,NoSA,public,3,satisfactory,211,0.028,0.441,3,less250
21795,2006,8,813.7715517241379,6.701679677625698,0,NoWC,0,NoSA,public,3,satisfactory,232,0.125,0.466,3,less250
21795,2008,10,694.2683823529412,6.542858603838448,0,NoWC,0,NoSA,public,3,satisfactory,272,0.085,0.482,4,more250
21795,2009,11,792.4652777777778,6.675148691261977,0,NoWC,0,NoSA,edu,3,satisfactory,288,0.08,0.503,4,more250
21795,2010,12,763.3110367892976,6.637665598007237,0,NoWC,0,NoSA,edu,3,satisfactory,299,0.1,0.421,4,more250
21795,2012,14,1008.3814432989691,6.916101793021247,0,NoWC,0,NoSA,edu,3,satisfactory,291,0.12,0.412,4,more250
21795,2013,15,1123.1964285714287,7.023933853575812,0,NoWC,0,NoSA,edu,3,satisfactory,280,0.211,0.436,4,more250
21795,2014,16,805.2789968652038,6.691188797330378,0,NoWC,0,NoSA,edu,3,satisfactory,319,0.119,0.389,4,more250
21795,2015,17,817.6645768025078,6.706452199699434,0,NoWC,0,NoSA,edu,3,satisfactory,319,0.157,0.417,4,more250
21795,2016,18,1148.3270440251572,7.0460614178634815,0,NoWC,0,NoSA,edu,3,satisfactory,318,0.126,0.453,4,more250
21795,2017,19,1304.204152249135,7.173348288705863,0,NoWC,0,NoSA,edu,3,satisfactory,289,0.128,0.45,4,more250
21795,2019,21,1627.108695652174,7.3945599123951276,0,NoWC,0,NoSA,edu,3,satisfactory,276,0.062,0.482,4,more250
21795,2020,22,1322.3440514469453,7.187161237268586,0,NoWC,0,NoSA,buservices,3,satisfactory,311,0.051,0.486,4,more250
21801,1998,0,1977.8590909090908,7.589770271479826,0,NoWC,0,NoSA,wholesretail,3,satisfactory,275,0.076,0.185,4,more250
21801,1999,1,1475.35989010989,7.296657232307238,0,NoWC,0,NoSA,wholesretail,4,good,273,0.077,0.187,4,more250
21801,2000,2,1523.4582954545454,7.328738223882752,0,NoWC,0,NoSA,wholesretail,4,good,275,0.178,0.2,4,more250
21814,2013,15,1621.7843137254902,7.391282250325002,1,WC,0,NoSA,health,2,sufficient,51,0.314,0.118,2,less100
21814,2014,16,1373.648148148148,7.2252253614938,1,WC,0,NoSA,health,3,satisfactory,54,0.556,0.13,2,less100
21814,2015,17,1684.9285714285713,7.429478451044367,1,WC,0,NoSA,health,1,unsatisfactory,56,0.571,0.107,2,less100
21826,2005,7,2703.372549019608,7.902255364755223,1,WC,0,NoSA,public,3,satisfactory,102,0.529,0.02,3,less250
21826,2006,8,1721.896551724138,7.451181608690761,1,WC,0,NoSA,public,3,satisfactory,145,0.234,0.007,3,less250
21826,2007,9,1902.654135338346,7.551005103714749,1,WC,0,NoSA,public,3,satisfactory,133,0.331,0.008,3,less250
21843,2005,7,1708.225806451613,7.4432105707926235,0,NoWC,0,NoSA,manufacturing,2,sufficient,31,0.613,0.742,1,less50
21843,2007,9,1507.258064516129,7.318047427838617,0,NoWC,0,NoSA,manufacturing,4,good,31,0.548,0.613,1,less50
21843,2009,11,1373.2903225806451,7.224964834675789,0,NoWC,0,NoSA,manufacturing,4,good,31,0.065,0.677,1,less50
21843,2010,12,1265.46875,7.143197885883364,0,NoWC,0,NoSA,manufacturing,5,very good,32,0.562,0.688,1,less50
21843,2012,14,1038.3333333333333,6.945372142553444,0,NoWC,0,NoSA,manufacturing,4,good,30,0.667,0.7,1,less50
21843,2013,15,1335,7.19668657083435,0,NoWC,0,NoSA,manufacturing,4,good,28,0.75,0.607,1,less50
21843,2014,16,890,6.7912214627261855,1,WC,0,NoSA,manufacturing,5,very good,28,0.679,0.607,1,less50
21843,2018,20,1627.7666666666667,7.394964211147131,0,NoWC,0,NoSA,manufacturing,4,good,30,0.433,0.6,1,less50
21843,2019,21,1219.774193548387,7.106421033341122,0,NoWC,0,NoSA,manufacturing,4,good,31,0.548,0.742,1,less50
21843,2020,22,1743.225806451613,7.463492587588989,0,NoWC,0,NoSA,manufacturing,4,good,31,0.613,0.613,1,less50
21843,2021,23,1304.7058823529412,7.173732916848142,0,NoWC,0,NoSA,manufacturing,4,good,34,0.441,0.588,1,less50
21859,2013,15,817.3617021276596,6.706081716750976,1,WC,0,NoSA,edu,4,good,47,0.021,0.702,1,less50
21859,2014,16,515.795918367347,6.245711180208,1,WC,0,NoSA,edu,4,good,49,0.061,0.714,1,less50
21859,2015,17,1053.0833333333333,6.95947764797068,1,WC,0,NoSA,edu,4,good,48,0.021,0.729,1,less50
21917,2002,4,972.9179487179487,6.880299750488305,1,WC,0,NoSA,public,3,satisfactory,195,0.026,0.544,3,less250
21917,2010,12,6493.4,8.778541555416163,1,WC,0,NoSA,public,2,sufficient,40,0.075,0.475,1,less50
21917,2011,13,7415.384615384615,8.911312123137101,1,WC,0,NoSA,public,2,sufficient,39,0.051,0.487,1,less50
21917,2012,14,7513.636363636364,8.9244748304508,1,WC,0,NoSA,public,3,satisfactory,44,0.045,0.477,1,less50
21917,2014,16,3761.904761904762,8.232680693725735,1,WC,0,NoSA,public,3,satisfactory,84,0.119,0.369,2,less100
21917,2016,18,9320.525423728814,9.139974282027142,1,WC,0,NoSA,public,4,good,59,0.102,0.373,2,less100
21917,2019,21,8926.101449275362,9.096735010716758,1,WC,0,NoSA,public,4,good,69,0.116,0.42,2,less100
21921,2001,3,1056.706714527027,6.962912477668329,0,NoWC,0,NoSA,health,4,good,111,0.018,0.387,3,less250
21921,2002,4,1073.6306306306305,6.978801296576658,0,NoWC,0,NoSA,health,1,unsatisfactory,111,0.018,0.423,3,less250
21921,2003,5,1172.2407407407406,7.066672359231519,0,NoWC,0,NoSA,health,5,very good,108,0.037,0.444,3,less250
21921,2004,6,1214.5445544554455,7.1021244331999185,0,NoWC,0,NoSA,health,2,sufficient,101,0.059,0.426,3,less250
21921,2005,7,1452.2,7.280834926946146,0,NoWC,0,NoSA,health,2,sufficient,90,0.122,0.356,2,less100
21921,2007,9,1466.0190476190476,7.290305875281049,1,WC,0,NoSA,health,4,good,105,0.152,0.438,3,less250
21957,2000,2,5846.081495098039,8.673526885891857,1,WC,0,NoSA,manufacturing,4,good,51,0.02,0.882,2,less100
21957,2001,3,2772.3131009615386,7.927437305216104,1,WC,0,NoSA,manufacturing,4,good,52,0.019,0.923,2,less100
21957,2002,4,2955.4716981132074,7.991413544212215,1,WC,0,NoSA,manufacturing,4,good,53,0.019,0.717,2,less100
21957,2003,5,3155.037037037037,8.056755514062365,1,WC,0,NoSA,manufacturing,1,unsatisfactory,54,0.019,0.796,2,less100
21957,2004,6,2705.4193548387098,7.903012208779983,0,NoWC,0,NoSA,manufacturing,3,satisfactory,62,0.016,0.548,2,less100
21957,2006,8,5313.925373134329,8.578086082776348,0,NoWC,0,NoSA,manufacturing,3,satisfactory,67,0.015,0.672,2,less100
21957,2007,9,4454.538461538462,8.401678734434448,0,NoWC,0,NoSA,wholesretail,4,good,91,0.011,0.33,2,less100
21962,2014,16,1133.7441860465117,7.033280873342559,0,NoWC,0,NoSA,finance,3,satisfactory,43,0.116,0.558,1,less50
21962,2015,17,1318.391304347826,7.184167563523494,0,NoWC,0,NoSA,finance,4,good,46,0.065,0.587,1,less50
21962,2017,19,1405.8372093023256,7.248388282809737,0,NoWC,0,NoSA,finance,3,satisfactory,43,0.047,0.581,1,less50
21962,2018,20,2161.978260869565,7.678778943046642,0,NoWC,0,NoSA,finance,3,satisfactory,46,0.13,0.652,1,less50
21962,2019,21,1405.8372093023256,7.248388282809737,0,NoWC,0,NoSA,finance,3,satisfactory,43,0.302,0.605,1,less50
21962,2020,22,2348.8863636363635,7.761696607003575,0,NoWC,0,NoSA,buservices,3,satisfactory,44,0.136,0.614,1,less50
21962,2021,23,2437.5454545454545,7.798746850716778,0,NoWC,0,NoSA,buservices,3,satisfactory,44,0.114,0.636,1,less50
21967,2017,19,2138.1382113821137,7.667690734669629,1,WC,0,NoSA,health,3,satisfactory,123,0.146,0.829,3,less250
21967,2018,20,1953.5681818181818,7.577412816275701,1,WC,0,NoSA,health,3,satisfactory,132,0.091,0.621,3,less250
21967,2019,21,4687.060606060606,8.452560928511307,0,NoWC,0,NoSA,health,3,satisfactory,66,0.242,0.576,2,less100
21967,2020,22,3610.84,8.191695711240119,0,NoWC,0,NoSA,buservices,3,satisfactory,75,0.493,0.453,2,less100
21967,2021,23,5540.090909090909,8.61976618918989,1,WC,0,NoSA,buservices,4,good,66,0.242,0.591,2,less100
21969,2007,9,1780.6666666666667,7.4847431050017965,1,WC,0,NoSA,manufacturing,5,very good,33,0.182,0.818,1,less50
21969,2010,12,1887.509090909091,7.543013297487258,1,WC,0,NoSA,manufacturing,1,unsatisfactory,55,0.127,0.745,2,less100
21969,2013,15,1450.9135802469136,7.2799486923557835,0,NoWC,0,NoSA,manufacturing,3,satisfactory,81,0.049,0.84,2,less100
21969,2014,16,1558.0795454545455,7.351209281259944,0,NoWC,0,NoSA,manufacturing,4,good,88,0.045,0.557,2,less100
21969,2015,17,2160.3676470588234,7.678033693166325,0,NoWC,0,NoSA,manufacturing,1,unsatisfactory,68,0.059,0.838,2,less100
21969,2016,18,2408.27868852459,7.78666753416912,0,NoWC,0,NoSA,manufacturing,3,satisfactory,61,0.049,0.705,2,less100
21969,2017,19,2987.898305084746,8.002325511230667,0,NoWC,0,NoSA,manufacturing,2,sufficient,59,0.017,0.746,2,less100
21969,2018,20,2408.27868852459,7.78666753416912,0,NoWC,0,NoSA,manufacturing,3,satisfactory,61,0.066,0.754,2,less100
21969,2019,21,3383.2727272727275,8.12659878252002,0,NoWC,0,NoSA,manufacturing,4,good,55,0.055,0.745,2,less100
21971,2008,10,1748.8507462686566,7.466714134766967,1,WC,0,NoSA,finance,3,satisfactory,67,0.463,0.746,2,less100
21971,2009,11,1788.421052631579,7.489088416059483,1,WC,0,NoSA,resthotels,3,satisfactory,76,0.289,0.724,2,less100
21971,2010,12,1996.5064935064936,7.599154178943013,1,WC,1,SA,resthotels,4,good,77,0.221,0.519,2,less100
21971,2013,15,2167.7,7.681421976600878,1,WC,1,SA,resthotels,4,good,80,0.412,0.825,2,less100
21984,2008,10,2532.2272727272725,7.836854539396715,1,WC,0,NoSA,manufacturing,3,satisfactory,22,0.227,0.045,1,less50
21984,2009,11,768.9558823529412,6.645033597707692,1,WC,0,NoSA,construction,3,satisfactory,68,0.162,0.029,2,less100
21984,2010,12,911.2352941176471,6.814801145050147,1,WC,0,NoSA,manufacturing,3,satisfactory,68,0.044,0.029,2,less100
21984,2011,13,895.2028985507246,6.797050394873087,1,WC,0,NoSA,manufacturing,3,satisfactory,69,0.203,0.029,2,less100
21984,2012,14,932.3376623376623,6.837695047716845,1,WC,0,NoSA,manufacturing,3,satisfactory,77,0.195,0.026,2,less100
21987,2017,19,1103.8695652173913,7.006577072409066,1,WC,0,NoSA,manufacturing,4,good,23,0.261,0.13,1,less50
21987,2018,20,1227.6818181818182,7.112882969418271,1,WC,0,NoSA,manufacturing,4,good,22,0.318,0.136,1,less50
21987,2020,22,1350.4583333333333,7.208199319986135,1,WC,0,NoSA,manufacturing,4,good,24,0.042,0.208,1,less50
22011,2012,14,1223.7196261682243,7.109650373245149,0,NoWC,0,NoSA,buservices,4,good,107,0.393,0.477,3,less250
22011,2013,15,1547.3218390804598,7.344280869711577,0,NoWC,0,NoSA,buservices,3,satisfactory,87,0.356,0.506,2,less100
22011,2014,16,1208.9529411764706,7.097509926099154,0,NoWC,0,NoSA,buservices,4,good,85,0.4,0.541,2,less100
22011,2015,17,1237.1851851851852,7.120594066268791,0,NoWC,0,NoSA,buservices,4,good,81,0.407,0.531,2,less100
22011,2017,19,1407.6849315068494,7.24970174144108,0,NoWC,0,NoSA,buservices,3,satisfactory,73,0.247,0.521,2,less100
22013,2011,13,1173.8695652173913,7.068060891334391,1,WC,0,NoSA,wholesretail,3,satisfactory,23,0.087,0.13,1,less50
22013,2015,17,2756.153846153846,7.921591452837463,1,WC,0,NoSA,wholesretail,4,good,26,0.115,0.115,1,less50
22013,2019,21,3470.681818181818,8.152106343028967,1,WC,0,NoSA,wholesretail,5,very good,22,0.182,0.136,1,less50
22023,2018,20,5744.336956521739,8.655969771354592,1,WC,0,NoSA,manufacturing,4,good,92,0.402,0.174,2,less100
22023,2020,22,3679.0315789473684,8.210404838636125,1,WC,0,NoSA,manufacturing,1,unsatisfactory,95,0.368,0.474,2,less100
22023,2021,23,4297.728260869565,8.365841850650318,0,NoWC,0,NoSA,manufacturing,1,unsatisfactory,92,0.38,0.457,2,less100
22039,2007,9,2846.5384615384614,7.95385896017003,1,WC,0,NoSA,buservices,4,good,65,0.415,0.123,2,less100
22039,2008,10,1908.9857142857143,7.5543273403482,0,NoWC,0,NoSA,buservices,2,sufficient,70,0.057,0.143,2,less100
22039,2010,12,1251.948717948718,7.1324565907162985,0,NoWC,0,NoSA,buservices,1,unsatisfactory,78,0.038,0.141,2,less100
22042,1998,0,1056.538795405983,6.962753557069082,0,NoWC,0,NoSA,public,3,satisfactory,234,0.038,0.611,3,less250
22042,1999,1,1000.0667489035088,6.907822025658037,0,NoWC,0,NoSA,public,3,satisfactory,228,0.039,0.623,3,less250
22042,2001,3,1284.876501091703,7.158417884610799,0,NoWC,0,NoSA,public,4,good,229,0.061,0.624,3,less250
22042,2002,4,1545.1377777777777,7.342868361911049,0,NoWC,0,NoSA,public,4,good,225,0.071,0.618,3,less250
22061,2014,16,999.3333333333334,6.907088389994433,1,WC,0,NoSA,transcom,4,good,21,0.048,0.381,1,less50
22061,2015,17,1031.4347826086957,6.938706104733215,1,WC,0,NoSA,transcom,4,good,23,0.043,0.522,1,less50
22061,2016,18,2380.217391304348,7.774947103378375,1,WC,0,NoSA,transcom,4,good,23,0.087,0.435,1,less50
22061,2017,19,1689.6666666666667,7.43228654980424,1,WC,0,NoSA,transcom,4,good,27,0.111,0.407,1,less50
22075,2002,4,2599.9285714285716,7.863239251104724,1,WC,0,NoSA,resthotels,4,good,28,0.179,0.5,1,less50
22075,2003,5,3688.5,8.212975150324358,1,WC,0,NoSA,resthotels,3,satisfactory,26,0.038,0.577,1,less50
22075,2004,6,2825.3703703703704,7.946394739542973,1,WC,0,NoSA,resthotels,3,satisfactory,27,0.037,0.556,1,less50
22075,2005,7,2906.074074074074,7.974558333851499,1,WC,0,NoSA,resthotels,5,very good,27,0.037,0.519,1,less50
22107,2005,7,895.4635416666666,6.797341507848601,0,NoWC,0,NoSA,edu,4,good,576,0.264,0.222,4,more250
22107,2006,8,1004.0816326530612,6.911828604369773,0,NoWC,0,NoSA,edu,3,satisfactory,490,0.273,0.182,4,more250
22107,2007,9,834.0802469135803,6.726329617050805,0,NoWC,0,NoSA,edu,4,good,486,0.29,0.167,4,more250
22108,2003,5,1523.9455252918287,7.329057991048572,1,WC,0,NoSA,manufacturing,3,satisfactory,257,0.051,0.237,4,more250
22108,2004,6,1612.3833992094862,7.385468735487632,1,WC,0,NoSA,manufacturing,4,good,253,0.059,0.3,4,more250
22108,2005,7,1228.7370517928287,7.113742133699103,1,WC,0,NoSA,manufacturing,4,good,251,0.06,0.287,4,more250
22113,2009,11,4705.722222222223,8.456534541243068,0,NoWC,1,SA,health,4,good,54,0.537,0.741,2,less100
22113,2010,12,3764.289855072464,8.23331450493284,0,NoWC,1,SA,health,4,good,69,0.42,0.522,2,less100
22113,2012,14,2823.439393939394,7.94571106401246,0,NoWC,1,SA,health,4,good,66,0.621,0.606,2,less100
22113,2013,15,4203.060606060606,8.343568254615787,0,NoWC,1,SA,health,4,good,66,0.682,0.712,2,less100
22115,2003,5,3188.2272727272725,8.067220327434105,1,WC,0,NoSA,buservices,2,sufficient,22,0.545,0.545,1,less50
22115,2005,7,2996.5416666666665,8.005214124913083,1,WC,0,NoSA,buservices,3,satisfactory,24,0.083,0.5,1,less50
22115,2007,9,2651.4666666666667,7.882868224997754,1,WC,0,NoSA,buservices,2,sufficient,30,0.4,0.433,1,less50
22123,2011,13,1577.3214285714287,7.3634833890040285,0,NoWC,0,NoSA,buservices,5,very good,28,0.179,0.036,1,less50
22123,2012,14,1637.4615384615386,7.400902479271141,0,NoWC,0,NoSA,buservices,3,satisfactory,26,0.154,0,1,less50
22123,2013,15,2108.703703703704,7.653828679240377,0,NoWC,0,NoSA,buservices,4,good,27,0.111,0,1,less50
22123,2014,16,2355.8260869565215,7.76464672496559,0,NoWC,0,NoSA,buservices,5,very good,23,0.13,0.087,1,less50
22123,2015,17,1927.8333333333333,7.5641520260673465,0,NoWC,0,NoSA,buservices,5,very good,24,0.125,0.042,1,less50
22123,2016,18,2761.9545454545455,7.923693876721053,0,NoWC,0,NoSA,buservices,5,very good,22,0.136,0.091,1,less50
22123,2017,19,2340.56,7.7581454959595,0,NoWC,0,NoSA,buservices,5,very good,25,0.24,0.04,1,less50
22143,2013,15,537.8151260504202,6.28751486923028,0,NoWC,1,SA,public,1,unsatisfactory,595,0.239,0.555,4,more250
22143,2015,17,1540.013725490196,7.3395466080239284,0,NoWC,0,NoSA,public,3,satisfactory,510,0.231,0.524,4,more250
22143,2016,18,1342.4643449419568,7.202262267327878,0,NoWC,1,SA,public,3,satisfactory,603,0.226,0.491,4,more250
22146,2011,13,1410.7317073170732,7.251863790128339,0,NoWC,0,NoSA,manufacturing,4,good,205,0.005,0.756,3,less250
22146,2012,14,1612.6829268292684,7.385654485230653,0,NoWC,0,NoSA,manufacturing,4,good,205,0.015,0.805,3,less250
22146,2013,15,1592.039800995025,7.372771366716834,0,NoWC,0,NoSA,manufacturing,4,good,201,0.025,0.697,3,less250
22146,2014,16,1572.1393034825871,7.360192584509973,0,NoWC,0,NoSA,manufacturing,4,good,201,0.02,0.871,3,less250
22146,2015,17,4910.589371980676,8.499149248611554,0,NoWC,0,NoSA,manufacturing,4,good,207,0.029,0.826,3,less250
22146,2016,18,4656.529411764706,8.446025688223244,0,NoWC,0,NoSA,manufacturing,5,very good,221,0.018,0.842,3,less250
22146,2017,19,4390.482758620689,8.387194467818349,0,NoWC,1,SA,manufacturing,5,very good,232,0.022,0.81,3,less250
22146,2018,20,4847.3125,8.486179706636905,0,NoWC,1,SA,manufacturing,5,very good,224,0.036,0.924,3,less250
22168,2012,14,3554.8387096774195,8.176064971215805,1,WC,1,SA,health,2,sufficient,93,0.043,0.14,2,less100
22168,2013,15,3636.3636363636365,8.198739460297704,1,WC,1,SA,health,2,sufficient,88,0.068,0.182,2,less100
22168,2014,16,3590.909090909091,8.186160678090843,1,WC,1,SA,health,3,satisfactory,88,0.045,0.159,2,less100
22168,2015,17,6430.193548387097,8.76875991761645,1,WC,1,SA,health,3,satisfactory,93,0.043,0.183,2,less100
22168,2016,18,5846.8125,8.67365191993445,1,WC,1,SA,health,5,very good,96,0.042,0.208,2,less100
22168,2017,19,6196.5,8.731739895504928,1,WC,1,SA,health,4,good,96,0.052,0.208,2,less100
22168,2018,20,6671.569892473119,8.805610477403267,1,WC,1,SA,health,3,satisfactory,93,0.032,0.194,2,less100
22184,2010,12,1126.9565217391305,7.0272759345370615,1,WC,0,NoSA,buservices,4,good,46,0.022,0.109,1,less50
22184,2011,13,1118,7.0192966537150445,1,WC,0,NoSA,buservices,4,good,60,0.033,0.183,2,less100
22184,2012,14,1129.3934426229507,7.029435991150472,1,WC,0,NoSA,buservices,4,good,61,0.18,0.164,2,less100
22184,2013,15,627.7413793103449,6.442128265263743,1,WC,0,NoSA,buservices,4,good,58,0.121,0.121,2,less100
22184,2015,17,1202.8461538461538,7.092445822381974,1,WC,0,NoSA,buservices,4,good,52,0.077,0.077,2,less100
22184,2018,20,1253.9666666666667,7.13406713923404,1,WC,0,NoSA,buservices,5,very good,60,0.1,0.1,2,less100
22184,2019,21,2450.34375,7.803983599819238,1,WC,0,NoSA,buservices,5,very good,64,0.094,0.094,2,less100
22184,2020,22,2097.160714285714,7.648339668063317,1,WC,0,NoSA,art,5,very good,56,0.107,0.179,2,less100
22184,2021,23,1253.9666666666667,7.13406713923404,1,WC,1,SA,art,4,good,60,0.1,0.167,2,less100
22189,2012,14,2134.8513513513512,7.666152298579028,1,WC,0,NoSA,edu,3,satisfactory,74,0.041,0.986,2,less100
22189,2014,16,1503.9746835443038,7.3158666716183145,0,NoWC,0,NoSA,edu,5,very good,79,0.152,0.975,2,less100
22189,2015,17,841.6,6.735304841983446,0,NoWC,0,NoSA,edu,5,very good,100,0.05,0.96,2,less100
22189,2016,18,1435.67,7.269386918185024,0,NoWC,0,NoSA,edu,5,very good,100,0.13,0.99,2,less100
22189,2017,19,940.61,6.846528600966234,0,NoWC,0,NoSA,edu,5,very good,100,0.16,0.99,2,less100
22189,2018,20,960.41,6.867360276621087,0,NoWC,0,NoSA,edu,5,very good,100,0.28,0.99,2,less100
22189,2019,21,1469.4711538461538,7.292657855755554,0,NoWC,1,SA,edu,5,very good,104,0.26,0.971,3,less250
22189,2020,22,1285.4122807017543,7.158834786883887,0,NoWC,1,SA,buservices,5,very good,114,0.167,0.921,3,less250
22189,2021,23,916.0934579439253,6.8201183877926574,0,NoWC,1,SA,buservices,5,very good,107,0.159,0.907,3,less250
22204,2015,17,1862.7142857142858,7.529789996368159,1,WC,0,NoSA,manufacturing,3,satisfactory,21,0.143,0.048,1,less50
22204,2016,18,2461.9545454545455,7.808710844126583,1,WC,0,NoSA,manufacturing,3,satisfactory,22,0.136,0.136,1,less50
22204,2017,19,1914.8181818181818,7.557377952886988,1,WC,0,NoSA,manufacturing,3,satisfactory,22,0.136,0.227,1,less50
22205,2000,2,1939.2044491525423,7.570033090196075,0,NoWC,0,NoSA,construction,3,satisfactory,118,0.034,0.212,3,less250
22205,2001,3,2579.9058779761904,7.855508195845623,0,NoWC,0,NoSA,construction,3,satisfactory,84,0.071,0.238,2,less100
22205,2002,4,3389.114285714286,8.128323893586197,0,NoWC,0,NoSA,construction,4,good,70,0.029,0.129,2,less100
22224,2014,16,4293.68115942029,8.36489972310159,0,NoWC,0,NoSA,health,4,good,69,0.014,0.304,2,less100
22224,2015,17,4321.760563380281,8.371418136036684,0,NoWC,0,NoSA,health,3,satisfactory,71,0.014,0.254,2,less100
22224,2017,19,4408.694444444444,8.391333880267451,0,NoWC,0,NoSA,health,3,satisfactory,72,0.014,0.333,2,less100
22224,2019,21,4493.232876712329,8.410327738733507,0,NoWC,0,NoSA,health,1,unsatisfactory,73,0.014,0.329,2,less100
22228,2009,11,2078,7.639161171659173,1,WC,0,NoSA,public,1,unsatisfactory,32,0.031,0.938,1,less50
22228,2010,12,2564.96875,7.849701574294786,1,WC,0,NoSA,public,3,satisfactory,32,0.031,0.875,1,less50
22228,2011,13,2470.969696969697,7.812365942445059,1,WC,0,NoSA,public,4,good,33,0.03,0.939,1,less50
